"id","geometry","properties","type"
"ccf68f7b-b01a-4fa2-af42-544fe2fb5126","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-5.574056915552404""},{""N"":""21.854827572825457""}]}}","{}","Feature"
"e97ce429-2342-4a7a-9205-d673a7aa9079","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-79.40768254198956""},{""N"":""-77.43181844248429""}]}}","{}","Feature"
"64de445c-7b90-4d4d-ae04-b4dd33a874f7","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""19.090725692486785""},{""N"":""25.37097633906434""}]}}","{}","Feature"
"734f4923-d5f8-40c7-afaa-d37b3115f803","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""11.194199285174392""},{""N"":""65.0618293029226""}]}}","{}","Feature"
"f45fcb73-1fed-4d3e-a6e4-66d209652a3e","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-30.4207799514798""},{""N"":""-31.200616364358673""}]}}","{}","Feature"
"20743ca6-498b-4b27-a45e-abcb94264b12","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""16.71538538391772""},{""N"":""52.201930750051446""}]}}","{}","Feature"
"fbc2c0d8-a9fc-431d-9602-64e958b69688","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-87.23692593482349""},{""N"":""76.2046610864181""}]}}","{}","Feature"
"49d1c853-ad0a-48a0-91de-c8a326f94de3","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""109.85957156189426""},{""N"":""-19.053724180384286""}]}}","{}","Feature"
"fd18199e-fb6f-42b2-969a-13b7f2212416","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""63.966632336114856""},{""N"":""-39.83725887490628""}]}}","{}","Feature"
"622266c9-8c4a-4ced-aabc-4e55fd56d01e","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""118.81118308963914""},{""N"":""-67.66661145135399""}]}}","{}","Feature"
"2d27d446-c0bd-4aaf-bc7a-c4e6a2aa2b53","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-98.12810042753974""},{""N"":""45.978092257329564""}]}}","{}","Feature"
"393ee747-9175-4dbb-bc13-50ac6470740a","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-133.9506591543352""},{""N"":""17.074486686994916""}]}}","{}","Feature"
"204ae261-4ed8-47ed-ab79-86b720314f39","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""140.33273993936535""},{""N"":""-23.10398536139239""}]}}","{}","Feature"
"4510ea98-93fd-427f-b6cb-7da43e6afe31","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-14.361699070357759""},{""N"":""44.781842295071385""}]}}","{}","Feature"
"6b9a77d7-5d39-4c1f-ba3b-d769346a57b5","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""16.435236767594716""},{""N"":""-2.5036086232313153""}]}}","{}","Feature"
"fa9b1340-1ed7-4c16-a25f-33225816ba64","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""85.19363662224356""},{""N"":""16.83308214976205""}]}}","{}","Feature"
"13a6e877-6357-4af2-a6df-9c5fba86a122","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""128.8070454157288""},{""N"":""29.320016699211067""}]}}","{}","Feature"
"12c9c4ca-676c-4d85-ae23-8d6dc0399a27","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""43.81695530711798""},{""N"":""37.10624034340192""}]}}","{}","Feature"
"1a403479-e05a-4b6f-af9b-f69e45bb8531","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-28.65280473979746""},{""N"":""50.29069991281389""}]}}","{}","Feature"
"950f2528-bb88-4aa7-8189-b7378ac4adc5","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-134.91068675836047""},{""N"":""29.127245506113226""}]}}","{}","Feature"
"1b844e9a-3713-4e8e-ad40-3fa16cba690f","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-111.68596732518733""},{""N"":""-14.912915667226017""}]}}","{}","Feature"
"b30254e6-8170-4da4-848d-025967d6db66","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""178.85841981373875""},{""N"":""18.281300805805614""}]}}","{}","Feature"
"e6262537-63c2-4430-a08c-97528f582afd","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""62.01140460623293""},{""N"":""-36.20140195650546""}]}}","{}","Feature"
"9de36cbd-db8e-466e-b4a8-4faf73b4d8db","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-17.27574553669237""},{""N"":""25.942804097711587""}]}}","{}","Feature"
"5000e4d3-cf87-4f29-a99b-2e69c571c473","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""174.27527616262347""},{""N"":""28.529999204655468""}]}}","{}","Feature"
"441560f7-2632-4c30-8246-144e1a80bee4","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-76.20899940823598""},{""N"":""12.30338994914284""}]}}","{}","Feature"
"f9a546e7-227b-4b65-89e6-2268b5b48742","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""5.010286200431636""},{""N"":""-78.04433474568832""}]}}","{}","Feature"
"45fbb45f-9f97-4b46-bab6-44b539c1c3c1","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""53.69450940681821""},{""N"":""-12.558634028102844""}]}}","{}","Feature"
"96be46e8-c387-45c6-b41e-151f32aa77c8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""122.28716437096739""},{""N"":""-78.49475597022976""}]}}","{}","Feature"
"f0133e47-5587-416d-bef7-e88d0d099f6f","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-77.83847041979674""},{""N"":""-31.74906348902379""}]}}","{}","Feature"
"82d76329-4654-4c9d-bd61-f58e5be866bd","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-15.065532703261482""},{""N"":""35.8418798934851""}]}}","{}","Feature"
"348a627e-aa58-4c59-a2db-9898b7ef9ab9","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""105.36825742188319""},{""N"":""-14.064686636486599""}]}}","{}","Feature"
"9ee15534-e5cf-4df9-8f72-57236878565e","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-96.71067982712228""},{""N"":""-21.141299557868223""}]}}","{}","Feature"
"3cd67679-386b-4f6e-bdbf-1968c23f5bc5","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-12.615369555310508""},{""N"":""24.638239799370865""}]}}","{}","Feature"
"05fc9602-f43e-42d7-bd7f-77c522de3922","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-28.512887006014694""},{""N"":""70.59518365313195""}]}}","{}","Feature"
"d5b24d44-a677-4458-868f-f783ba8e2dad","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""44.69279722019303""},{""N"":""-28.338223326237184""}]}}","{}","Feature"
"f66c6554-270d-4bd9-b52a-ea263158e3b9","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""33.95955906821973""},{""N"":""35.312924258793075""}]}}","{}","Feature"
"470ccaa0-304f-4538-a9ab-cc145c01e5f8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""174.62920650102728""},{""N"":""62.32561858146562""}]}}","{}","Feature"
"719ed6ba-932f-4952-b0eb-8bd9fdfdcfee","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-160.05508806168237""},{""N"":""-44.595775225279226""}]}}","{}","Feature"
"4c0c98f1-9e31-4645-8482-36e16242a182","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""128.71620041556838""},{""N"":""58.23643159670408""}]}}","{}","Feature"
"d1fc2fb0-edb7-474c-9e9d-42a50845a86a","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""119.57482214439""},{""N"":""11.967854715210038""}]}}","{}","Feature"
"21bbc5e7-a0df-4390-aa7f-f4c1c895c75a","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""13.127407367898911""},{""N"":""-43.688298139554185""}]}}","{}","Feature"
"c9b7e3d4-e378-4de1-8e3e-47922a64b1bf","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-172.4395255243514""},{""N"":""-37.42537734347646""}]}}","{}","Feature"
"9f67178c-7988-4799-9339-cc4ffe0c6a13","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""161.17001976898274""},{""N"":""43.54578209502574""}]}}","{}","Feature"
"e5cdff4f-22c3-49f2-9005-c8e899bd01eb","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-55.432763820184135""},{""N"":""51.31942977814924""}]}}","{}","Feature"
"76c182e1-0e44-4993-a7cd-63c7c2975082","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""124.95990217133078""},{""N"":""-61.632881306974774""}]}}","{}","Feature"
"e6d154dd-a34a-4465-90c6-350da9ae424c","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-45.295349443720625""},{""N"":""-61.8519745798778""}]}}","{}","Feature"
"ef8104c3-49fa-4145-a4f6-628825c908c3","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""19.231543362346315""},{""N"":""-56.19422702961536""}]}}","{}","Feature"
"10d49d18-f723-4ac5-b3c0-0a4bb93f64c3","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""17.37035676828873""},{""N"":""-30.769704762700343""}]}}","{}","Feature"
"92f23b11-6642-4c0d-9e99-9d09722879e2","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""178.12099527443888""},{""N"":""-43.483725174613355""}]}}","{}","Feature"
"e680f857-8bc9-49d8-b8a6-a0d2f60e3e39","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""63.11126728328969""},{""N"":""44.47538389553574""}]}}","{}","Feature"
"6c3ea55d-687f-463b-94cf-0a58289505f1","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""14.839305026412859""},{""N"":""-9.871402224925731""}]}}","{}","Feature"
"b04b6c16-dd38-4614-a7a4-24dbe92d9328","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""55.89208847999507""},{""N"":""45.751862252328266""}]}}","{}","Feature"
"9303b36a-e874-48d9-8421-67f54abae7f8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-127.14746594106064""},{""N"":""48.885796994359936""}]}}","{}","Feature"
"cde14110-607b-4f83-9906-3695da7e9134","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-158.71672149048493""},{""N"":""-61.52261274798917""}]}}","{}","Feature"
"1d4cbdb3-b89b-40a0-b84b-1767e824cf99","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-96.93469311248111""},{""N"":""-70.99575298133871""}]}}","{}","Feature"
"f571ac3d-418e-4d5a-be5d-3702c6f876b8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""172.11135478222928""},{""N"":""-6.684128690876747""}]}}","{}","Feature"
"84651ad1-ba26-40b2-a3a9-81f619caba61","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""98.60034960846019""},{""N"":""13.32201043396023""}]}}","{}","Feature"
"35e763c0-4d1d-4d67-ab3c-cde141a38178","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""66.88698742752189""},{""N"":""18.481832922050103""}]}}","{}","Feature"
"fad77ca8-cce4-4a29-b263-66b7e76e714a","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-58.31227935555533""},{""N"":""41.45377443785253""}]}}","{}","Feature"
"c049d605-ae55-44be-bc0d-5cac13080de4","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-139.51081614768412""},{""N"":""-52.40871255019066""}]}}","{}","Feature"
"72e15f70-6cbd-4321-a466-28e6d93bc6a8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-32.58547119659738""},{""N"":""-71.35412928942273""}]}}","{}","Feature"
"8439b0d7-ee9a-4b82-8f08-97a7e0ff7fdc","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""123.69760495875329""},{""N"":""56.376099030644724""}]}}","{}","Feature"
"da0ebfae-6fb6-4370-b5a3-a80373dce3d5","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-29.515211215499477""},{""N"":""-19.038560208575426""}]}}","{}","Feature"
"93863ea3-ac46-41a8-895a-5e387f51290c","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""5.159565610002261""},{""N"":""30.748543360051485""}]}}","{}","Feature"
"5cca7a15-5acf-4daa-a240-37ded8f1eb51","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-24.666088322054435""},{""N"":""27.353450050985657""}]}}","{}","Feature"
"5da4b749-2f0b-4328-8287-5d472515212e","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-17.868785786834593""},{""N"":""69.97287339298992""}]}}","{}","Feature"
"c88111d9-0c63-4cb1-952a-1c1d5becd3f8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""164.32330832371588""},{""N"":""-6.20879802883465""}]}}","{}","Feature"
"1e3874f2-0084-4620-b405-be8d8a5bbd92","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-117.09055110672219""},{""N"":""56.55437807158546""}]}}","{}","Feature"
"dd3e138f-4990-4b9a-bd18-c34378789884","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""143.94170042112813""},{""N"":""5.559766055430828""}]}}","{}","Feature"
"720e2a4c-3187-490a-aa7e-91f056954e81","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""51.76195366562368""},{""N"":""-68.74628989218373""}]}}","{}","Feature"
"4ea07269-6040-4ec5-974d-c4c5335842c7","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""108.69690303317265""},{""N"":""78.09050506263065""}]}}","{}","Feature"
"13927aa5-abff-4093-b8ab-e2c57a5a354d","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""67.78868792218319""},{""N"":""11.540279583813088""}]}}","{}","Feature"
"72007749-cc68-4723-a222-79e3e68675f7","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-171.38810765011732""},{""N"":""30.591858363792355""}]}}","{}","Feature"
"55077238-e548-4867-9639-46982e79d0a5","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""21.352859263315224""},{""N"":""-1.3444158378813853""}]}}","{}","Feature"
"0aff6904-01bc-464c-b2b1-24764a247768","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-146.20718148123098""},{""N"":""-68.95124827362397""}]}}","{}","Feature"
"6ce1e903-dc70-4491-afaa-2f46e565f711","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-164.36195451082034""},{""N"":""74.02005872070009""}]}}","{}","Feature"
"404d961e-5b84-4ea7-97eb-a160ef723f09","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-93.54641522155742""},{""N"":""63.35335008722683""}]}}","{}","Feature"
"2e3d3cca-f266-48d3-8266-c665e30bd627","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""140.12189530682036""},{""N"":""19.36172541363419""}]}}","{}","Feature"
"e2d07961-9373-4096-8d3b-859c88236dbd","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""114.45829505971261""},{""N"":""35.64341749568946""}]}}","{}","Feature"
"9644a8a4-f159-48ab-9eeb-d2e3c0d69961","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-28.251400983809788""},{""N"":""-22.24992693797187""}]}}","{}","Feature"
"9047209b-a9f2-4535-ac0c-e304bd50d036","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-27.82409720910536""},{""N"":""5.904767660607064""}]}}","{}","Feature"
"c82ee306-e765-44a6-975d-3f25cecde6aa","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""53.19698548390511""},{""N"":""76.08978466813937""}]}}","{}","Feature"
"2adb3917-dd19-44df-b60c-c67c7d157cb0","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""113.51109230711927""},{""N"":""-24.340724973207664""}]}}","{}","Feature"
"0fc791de-df35-4dd3-82df-a7805437ef9b","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-59.331143160326675""},{""N"":""27.24244735259944""}]}}","{}","Feature"
"b05fb50f-dcac-4ee5-a644-29210ab2e0e7","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""175.32532409841258""},{""N"":""-33.51285032826851""}]}}","{}","Feature"
"1f154ebd-5441-43e9-91a7-016d63f71114","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-38.308432084095756""},{""N"":""-8.019653003519352""}]}}","{}","Feature"
"8763eabb-150a-4765-af2d-96d25bc8d996","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""156.46877115141007""},{""N"":""26.31832617362366""}]}}","{}","Feature"
"d4247ef2-6d88-4f8a-9ed6-f539eacbeebf","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""169.1200835962996""},{""N"":""0.4961423061383812""}]}}","{}","Feature"
"7f7b4fe1-a7a3-4d14-a948-e5c952bf4593","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""170.67091464716339""},{""N"":""-32.36431538034626""}]}}","{}","Feature"
"a7d7680b-2e32-408c-9a4c-9d61dada84dc","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-28.958480443306826""},{""N"":""-1.7762113771804167""}]}}","{}","Feature"
"13983d4e-34c7-4464-a4da-6a79bd97e950","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-39.215409637614925""},{""N"":""-31.92922904976143""}]}}","{}","Feature"
"19f2b18c-e1fa-4e38-9ce4-db18ddff3be3","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""15.655231029289155""},{""N"":""-77.66229811819261""}]}}","{}","Feature"
"62646a62-ae8b-4e7a-81d8-5f1d9ae461b1","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-126.19959746451288""},{""N"":""6.422000336051568""}]}}","{}","Feature"
"d1a101e1-59d3-4cc4-90d4-c7a3c328687b","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""53.206689237507675""},{""N"":""58.495847929938975""}]}}","{}","Feature"
"70c25e30-3b82-4918-92ad-9f5030021afd","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-78.12076680327331""},{""N"":""-17.058368727937""}]}}","{}","Feature"
"52b36a8f-b092-4d3c-b979-48a4e6cea757","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-117.3051257430904""},{""N"":""-37.481104426174774""}]}}","{}","Feature"
"c37b6144-8043-473f-a035-ae68ed479a7c","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""65.56827414402889""},{""N"":""26.794884830044225""}]}}","{}","Feature"
"649530ef-e943-4c27-8c0d-8d99ef385d19","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-138.84882998663312""},{""N"":""-65.20232300041644""}]}}","{}","Feature"
"66178fa0-d90c-4932-885f-1e763d6574b2","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-10.276979347537406""},{""N"":""-28.212881777548695""}]}}","{}","Feature"
"6121b55a-76e5-46ce-ae57-d1cb049335f7","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-86.41802832160685""},{""N"":""6.20030311259913""}]}}","{}","Feature"
"faa0f6c9-3660-4dd8-b9bb-724c210c57ef","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""69.3724685481269""},{""N"":""-1.1642238356264727""}]}}","{}","Feature"
"9e88b73f-857b-445f-ae4f-a62bdeaf58b2","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""153.95039028717906""},{""N"":""59.99430005294687""}]}}","{}","Feature"
"ac9ca759-2b4a-4b95-ab89-559f3edc1efc","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-69.7397423979179""},{""N"":""31.85339569929252""}]}}","{}","Feature"
"e4365574-d425-4972-b02b-f9bfc39210d2","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-125.68873316028879""},{""N"":""5.192426220052511""}]}}","{}","Feature"
"48470d3f-6f94-421d-9201-857158515e94","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""16.382043213188183""},{""N"":""49.0514960062217""}]}}","{}","Feature"
"d7242c32-cc2b-43ea-8205-4158ff086265","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-78.25914972438879""},{""N"":""-46.6496324467807""}]}}","{}","Feature"
"91cf4d46-e441-4943-aa47-d0982dfd6a3d","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-130.02030617812628""},{""N"":""13.624386403583316""}]}}","{}","Feature"
"fc7697ee-77d5-473e-ba18-204e058cb065","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-122.47100857395739""},{""N"":""75.64231995851407""}]}}","{}","Feature"
"404dee48-c26d-42fa-b30e-dd35133b32c8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-48.32235293669868""},{""N"":""-40.65820321618137""}]}}","{}","Feature"
"a87c44dc-af02-42c5-b722-10158d473463","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""18.3441560085717""},{""N"":""17.430718334854305""}]}}","{}","Feature"
"41bedd6f-b97c-4bee-ab36-dab0f40dab7b","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""127.49286940558704""},{""N"":""15.129528672011432""}]}}","{}","Feature"
"7b983760-101a-4718-976e-99977a2efd64","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""18.582570677889095""},{""N"":""55.818296801879654""}]}}","{}","Feature"
